city_name,Year,"Murders (per 100,000)","Rapes (per 100,000)","Robberies (per 100,000)","Assaults (per 100,000)","Burglaries (per 100,000)","Thefts (per 100,000)","Auto thefts (per 100,000)","Arson (per 100,000)",City-Data.com crime index
713,"Murrieta city, California",2009,0.0,16.2,32.3,63.7,447.6,840.0,146.3,2.9,112.0
714,"Murrieta city, California",2010,1.0,9.7,31.9,53.2,414.6,823.5,121.8,5.8,101.6
715,"Murrieta city, California",2011,1.9,12.4,32.5,53.5,332.4,984.9,110.8,9.6,105.7
716,"Murrieta city, California",2012,0.9,7.5,19.7,37.4,381.9,1102.0,121.7,14.0,101.8
717,"Murrieta city, California",2013,0.9,9.3,19.5,35.3,264.5,1066.0,191.2,7.4,98.6
718,"Murrieta city, California",2014,0.9,5.5,18.5,37.8,241.8,931.0,172.5,12.0,87.3
719,"Murrieta city, California",2015,0.0,5.5,27.4,30.1,262.1,1071.0,219.2,11.0,97.4
720,"Murrieta city, California",2016,0.0,7.2,15.3,21.6,252.2,1004.0,187.3,8.1,87.5
721,"Murrieta city, California",2017,0.9,12.4,29.2,28.3,224.7,1011.0,163.7,7.1,95.4
722,"Murrieta city, California",2018,1.7,13.9,30.5,34.0,204.0,829.9,197.0,1.7,93.8
723,"Murrieta city, California",2019,2.6,16.3,22.3,24.9,177.0,927.7,194.1,3.4,94.9
724,"Murrieta city, California",2020,0.0,18.7,24.7,37.4,153.9,657.9,212.5,3.4,83.9
725,"Norwalk city, California",2007,5.7,13.3,200.3,357.0,485.1,1272.0,740.5,24.7,297.6
726,"Norwalk city, California",2008,5.8,11.6,201.7,282.8,475.8,1251.0,647.6,15.4,273.1
727,"Norwalk city, California",2009,12.6,15.6,173.1,242.2,385.2,1115.0,592.4,22.4,257.1
728,"Norwalk city, California",2010,3.8,13.3,150.6,257.7,415.0,985.3,562.8,12.3,228.4
729,"Norwalk city, California",2011,4.7,9.4,129.2,204.1,445.7,1082.0,601.2,19.7,219.0
730,"Norwalk city, California",2012,10.3,12.1,159.4,221.8,502.4,1432.0,496.8,14.0,254.6
731,"Norwalk city, California",2013,5.6,15.0,140.8,220.6,394.3,1185.0,529.5,9.4,227.0
732,"Norwalk city, California",2014,7.5,12.2,103.0,173.2,337.0,1081.0,454.9,8.4,193.5
733,"Norwalk city, California",2015,8.4,30.7,121.9,211.2,367.5,1011.0,398.3,5.6,218.2
734,"Norwalk city, California",2016,6.5,16.8,129.4,237.3,346.2,1047.0,433.7,14.0,213.5
735,"Norwalk city, California",2017,4.7,16.0,125.1,265.3,393.3,1057.0,390.5,6.6,213.9
736,"Norwalk city, California",2018,8.5,21.7,124.3,268.5,412.6,1051.0,371.1,12.2,225.9
737,"Norwalk city, California",2019,4.8,20.0,131.3,255.1,326.5,877.5,291.2,17.1,197.2
738,"Norwalk city, California",2020,3.9,21.2,124.3,271.7,214.9,1091.0,400.9,15.4,207.1
739,"Oakland city, California",2007,30.3,75.4,875.1,937.1,1196.0,2258.0,2514.0,72.4,945.9
740,"Oakland city, California",2008,28.6,84.2,827.5,1028.0,1118.0,2220.0,2013.0,74.5,906.6
741,"Oakland city, California",2009,25.7,80.6,716.3,856.5,1186.0,2183.0,1617.0,55.1,801.8
742,"Oakland city, California",2010,23.0,81.4,746.6,753.0,1270.0,1976.0,1189.0,41.7,748.7
743,"Oakland city, California",2011,26.3,51.1,851.2,754.1,1308.0,2385.0,1595.0,34.9,814.2
744,"Oakland city, California",2012,31.8,67.8,1086.0,807.8,1544.0,3304.0,1746.0,47.1,985.1
745,"Oakland city, California",2013,22.3,44.6,1219.0,691.3,1252.0,3289.0,1692.0,34.7,938.7
746,"Oakland city, California",2014,19.5,51.0,849.0,765.9,977.1,3376.0,1590.0,42.9,818.3
747,"Oakland city, California",2015,20.3,67.9,784.3,570.0,794.6,3539.0,1523.0,42.7,763.2
748,"Oakland city, California",2016,20.0,65.2,723.8,616.7,682.4,3330.0,1623.0,44.9,743.4
749,"Oakland city, California",2017,16.2,94.1,629.8,559.2,617.1,4073.0,1293.0,46.1,718.1
750,"Oakland city, California",2018,16.3,104.1,609.9,543.4,556.4,3655.0,1179.0,56.9,686.9
751,"Oakland city, California",2019,18.0,85.7,658.7,509.4,598.8,4660.0,1161.0,47.7,725.2
752,"Oakland city, California",2020,23.3,82.7,566.1,618.8,579.3,3054.0,1533.0,53.9,691.6
753,"Oceanside city, California",2007,1.8,30.6,154.4,359.9,504.1,1864.0,388.8,18.6,287.4
754,"Oceanside city, California",2008,2.9,36.0,113.9,323.9,493.2,1652.0,316.2,21.8,259.5
755,"Oceanside city, California",2009,2.3,36.3,129.6,270.8,450.2,1633.0,258.5,14.1,244.3
756,"Oceanside city, California",2010,2.4,28.1,105.9,252.6,457.8,1675.0,206.5,15.0,225.2
757,"Oceanside city, California",2011,4.1,34.3,107.1,221.2,468.5,1600.0,208.8,13.0,225.6
758,"Oceanside city, California",2012,4.7,28.0,102.3,290.4,491.4,1755.0,260.0,11.1,245.9
759,"Oceanside city, California",2013,5.2,23.8,105.5,233.0,392.4,1981.0,231.9,13.9,232.9
760,"Oceanside city, California",2014,2.9,29.9,106.8,234.9,353.2,1727.0,207.9,19.5,219.1
761,"Oceanside city, California",2015,5.1,38.6,122.5,232.0,334.1,2008.0,264.9,8.5,249.1
762,"Oceanside city, California",2016,4.5,31.6,97.0,227.2,342.3,1847.0,271.2,7.9,228.4
763,"Oceanside city, California",2017,5.1,39.0,93.3,255.1,334.8,1697.0,280.5,12.4,234.2
764,"Oceanside city, California",2018,5.1,38.9,89.0,244.0,296.4,1603.0,262.0,9.0,222.6
765,"Oceanside city, California",2019,2.3,54.8,92.0,252.9,240.5,1614.0,255.2,13.0,228.3
766,"Oceanside city, California",2020,2.3,41.3,78.7,283.7,240.6,1323.0,237.2,27.2,206.7
767,"Ontario city, California",2007,8.5,26.2,200.0,251.8,552.6,2023.0,757.1,29.6,328.6
768,"Ontario city, California",2008,2.9,36.5,219.7,252.1,579.6,1900.0,687.9,23.2,322.9
769,"Ontario city, California",2009,2.9,28.3,165.1,226.3,569.2,1851.0,550.2,27.1,281.1
770,"Ontario city, California",2010,1.8,29.3,144.6,208.6,518.5,1934.0,547.8,19.5,269.7
771,"Ontario city, California",2011,3.6,16.3,126.0,151.3,566.2,1843.0,519.7,13.3,243.3
772,"Ontario city, California",2012,1.8,21.4,158.4,136.4,630.0,1798.0,583.0,17.9,258.2
773,"Ontario city, California",2013,5.4,18.4,99.3,146.3,493.6,1538.0,648.8,16.7,232.5
774,"Ontario city, California",2014,3.6,11.9,96.9,143.8,463.5,1775.0,527.1,17.8,220.1
775,"Ontario city, California",2015,1.8,18.2,127.4,173.8,526.8,1883.0,626.0,18.8,253.4
776,"Ontario city, California",2016,4.6,18.5,131.5,194.1,512.7,1601.0,619.3,14.5,251.9
777,"Ontario city, California",2017,4.6,77.8,125.9,182.6,412.1,1627.0,521.4,16.6,281.3
778,"Ontario city, California",2018,3.4,59.7,130.1,184.2,407.2,1610.0,564.9,15.2,268.5
779,"Ontario city, California",2019,5.5,46.4,121.6,186.0,387.3,1447.0,506.2,16.9,247.2
780,"Ontario city, California",2020,5.3,44.3,104.0,212.3,341.9,1225.0,563.8,12.3,237.8
781,"Orange city, California",2007,0.7,5.9,85.4,103.8,337.2,1589.0,318.8,33.9,165.2
782,"Orange city, California",2008,0.7,5.9,74.2,82.3,315.9,1637.0,288.5,30.4,155.6
783,"Orange city, California",2009,1.5,8.0,49.6,57.6,314.3,1429.0,171.4,11.7,128.6
784,"Orange city, California",2010,2.2,2.2,41.1,64.5,296.2,1425.0,162.0,9.5,122.1
785,"Orange city, California",2011,2.2,4.3,59.4,47.8,322.4,1450.0,149.3,6.5,127.7
786,"Orange city, California",2012,2.9,5.7,38.7,49.4,357.9,1463.0,206.9,18.6,131.9
787,"Orange city, California",2013,2.9,5.7,45.6,50.6,337.1,1192.0,193.9,10.7,120.9
788,"Orange city, California",2014,0.0,7.1,37.7,56.1,260.0,1159.0,173.3,16.3,106.6
789,"Orange city, California",2015,5.0,7.8,44.1,65.4,373.5,1434.0,253.3,5.7,146.3
790,"Orange city, California",2016,0.7,17.6,40.2,102.2,327.1,1257.0,254.5,6.3,141.6
791,"Orange city, California",2017,2.8,8.5,45.3,97.8,346.5,1243.0,241.6,13.5,138.9
792,"Orange city, California",2018,2.1,8.5,51.7,51.0,338.7,1205.0,212.6,13.5,125.7
793,"Orange city, California",2019,2.1,12.9,54.4,59.4,276.8,1106.0,179.5,5.0,120.7
794,"Orange city, California",2020,2.9,10.1,38.9,77.8,363.0,1057.0,305.4,22.3,133.2
795,"Oxnard city, California",2007,4.8,17.7,243.1,187.8,464.7,1539.0,289.8,38.6,251.6
796,"Oxnard city, California",2008,7.5,11.3,242.4,177.0,480.1,1543.0,283.2,29.0,250.1
797,"Oxnard city, California",2009,6.9,12.8,205.0,186.8,375.8,1563.0,242.3,5.3,231.2
798,"Oxnard city, California",2010,4.0,9.6,166.2,169.3,396.7,1395.0,239.0,10.6,202.2
799,"Oxnard city, California",2011,4.0,13.0,136.8,155.3,288.2,1280.0,179.3,13.0,176.2
800,"Oxnard city, California",2012,4.5,4.0,150.6,139.7,420.2,1327.0,270.6,19.8,189.4
801,"Oxnard city, California",2013,7.4,4.9,161.9,147.1,480.8,1696.0,327.7,17.8,224.5
802,"Oxnard city, California",2014,5.4,22.0,218.9,186.6,574.1,2192.0,360.0,13.2,288.1
803,"Oxnard city, California",2015,5.8,10.1,185.8,242.3,532.3,2296.0,403.0,11.6,285.2
804,"Oxnard city, California",2016,5.7,33.0,205.2,209.5,467.8,2061.0,376.0,19.1,286.6
805,"Oxnard city, California",2017,7.2,31.0,205.2,190.0,375.6,1837.0,330.8,20.5,264.9
806,"Oxnard city, California",2018,6.6,31.2,154.4,186.1,332.5,1685.0,369.8,19.4,242.0
807,"Oxnard city, California",2019,6.2,29.3,130.1,177.0,317.0,1413.0,276.8,22.7,211.1
808,"Oxnard city, California",2020,3.8,38.6,130.4,180.9,303.7,1384.0,370.4,20.0,220.0
809,"Palmdale city, California",2007,7.7,23.9,253.3,448.9,831.7,1721.0,474.2,32.4,365.4
810,"Palmdale city, California",2008,3.5,38.2,211.0,355.3,716.8,1594.0,417.7,30.5,319.2
811,"Palmdale city, California",2009,5.5,28.0,180.4,345.0,737.8,1388.0,332.7,19.1,290.2
812,"Palmdale city, California",2010,5.2,26.8,170.9,341.7,627.8,1237.0,317.5,22.9,270.4
813,"Palmdale city, California",2011,5.8,24.6,159.2,318.4,620.5,1233.0,264.0,18.8,256.6
814,"Palmdale city, California",2012,3.9,23.8,144.2,350.9,666.5,1332.0,186.7,18.7,255.1
815,"Palmdale city, California",2013,6.4,17.2,164.2,297.1,670.2,1232.0,234.5,17.9,250.2
816,"Palmdale city, California",2014,5.7,24.0,145.4,355.9,553.1,1270.0,211.1,13.3,251.8
817,"Palmdale city, California",2015,4.4,27.6,157.3,330.8,503.1,1084.0,285.1,13.8,245.5
818,"Palmdale city, California",2016,5.0,28.2,139.2,264.7,405.2,1041.0,264.7,21.3,218.5
819,"Palmdale city, California",2017,2.5,23.4,137.9,266.9,387.7,1019.0,275.2,18.3,208.5
820,"Palmdale city, California",2018,2.5,27.2,101.8,242.1,324.3,901.5,318.0,12.6,190.0
821,"Palmdale city, California",2019,5.1,35.0,123.5,255.2,284.5,880.8,253.9,10.8,201.7
822,"Palmdale city, California",2020,6.4,32.8,98.5,341.2,274.9,749.4,349.6,16.1,214.1
823,"Pasadena city, California",2007,7.6,22.7,208.2,272.8,566.8,2056.0,333.9,15.8,298.9
824,"Pasadena city, California",2008,2.1,14.5,179.9,233.1,593.6,2046.0,253.9,12.5,260.1
825,"Pasadena city, California",2009,3.5,17.4,126.3,188.1,572.0,2098.0,215.9,16.0,237.6
826,"Pasadena city, California",2010,2.2,15.3,137.8,248.7,606.8,2089.0,275.7,9.5,255.8
827,"Pasadena city, California",2011,5.0,18.7,128.3,161.5,728.7,1717.0,201.1,18.0,231.6
828,"Pasadena city, California",2012,3.6,15.1,123.4,168.6,639.3,1606.0,179.4,37.3,213.3
829,"Pasadena city, California",2013,2.2,18.0,116.5,175.5,675.5,1837.0,206.5,19.4,226.0
830,"Pasadena city, California",2014,7.1,16.4,89.8,167.4,588.4,1719.0,163.8,19.9,210.8
831,"Pasadena city, California",2015,2.8,40.2,92.4,166.4,585.3,1791.0,227.8,31.7,229.6
832,"Pasadena city, California",2016,1.4,32.1,114.5,184.9,600.9,1578.0,226.1,46.1,223.1
833,"Pasadena city, California",2017,5.6,35.7,141.4,219.0,521.4,1289.0,251.2,29.4,234.1
834,"Pasadena city, California",2018,4.9,32.8,121.3,222.4,462.2,1366.0,213.3,15.3,220.9
835,"Pasadena city, California",2019,2.8,32.4,103.6,293.1,401.7,1435.0,183.2,24.0,221.4
836,"Pasadena city, California",2020,4.9,36.0,83.4,168.2,462.3,1424.0,248.8,21.2,206.6
837,"Pomona city, California",2007,17.4,20.6,312.6,445.3,626.4,1988.0,743.7,14.2,417.0
838,"Pomona city, California",2008,13.1,24.2,302.2,416.4,718.7,1738.0,767.0,14.4,400.6
839,"Pomona city, California",2009,11.1,30.0,224.5,366.1,557.4,1484.0,657.2,25.5,337.7
840,"Pomona city, California",2010,10.7,24.8,216.7,336.1,581.7,1614.0,825.9,10.7,344.9
841,"Pomona city, California",2011,7.3,35.8,224.8,346.8,590.1,1709.0,647.2,11.3,341.5
842,"Pomona city, California",2012,11.2,41.6,248.8,372.3,594.7,2009.0,732.6,12.5,385.4
843,"Pomona city, California",2013,19.2,20.5,194.9,299.9,559.6,1712.0,631.6,11.2,331.3
844,"Pomona city, California",2014,11.8,29.0,158.7,312.0,445.7,1768.0,684.7,11.2,313.6
845,"Pomona city, California",2015,6.5,46.6,188.5,271.4,448.2,1657.0,813.4,25.3,323.8
846,"Pomona city, California",2016,8.4,44.1,191.4,253.7,553.5,1713.0,767.6,21.4,329.0
847,"Pomona city, California",2017,11.8,57.5,224.7,263.3,469.1,1644.0,816.6,17.0,353.5
848,"Pomona city, California",2018,11.1,49.5,235.2,275.6,588.3,1801.0,671.0,22.2,354.3
849,"Pomona city, California",2019,7.9,66.1,223.9,317.5,534.1,1655.0,564.9,9.8,348.0
850,"Pomona city, California",2020,8.6,62.5,178.3,263.8,433.6,1984.0,713.9,9.9,340.2
851,"Rancho Cucamonga city, California",2007,1.7,10.7,66.4,132.8,413.1,1484.0,314.6,12.4,171.9
852,"Rancho Cucamonga city, California",2008,1.1,9.6,83.9,129.3,449.8,1459.0,250.1,7.9,170.9
853,"Rancho Cucamonga city, California",2009,0.6,11.3,69.6,112.1,486.8,1384.0,260.4,10.8,163.7
854,"Rancho Cucamonga city, California",2010,1.2,8.5,67.2,128.9,531.9,1516.0,193.0,7.9,168.4
855,"Rancho Cucamonga city, California",2011,3.6,7.8,61.6,102.3,701.5,1424.0,215.9,6.6,175.7
856,"Rancho Cucamonga city, California",2012,2.4,9.5,66.2,111.7,862.5,1434.0,280.6,7.7,194.6
857,"Rancho Cucamonga city, California",2013,0.6,8.1,74.3,109.1,797.6,1145.0,277.5,9.9,175.6
858,"Rancho Cucamonga city, California",2014,2.3,9.8,57.3,94.4,780.6,1105.0,238.6,9.3,166.5
859,"Rancho Cucamonga city, California",2015,1.7,20.4,55.0,72.6,527.3,1457.0,247.8,3.4,165.7
860,"Rancho Cucamonga city, California",2016,0.6,24.3,48.6,76.8,550.0,1447.0,256.4,6.2,167.4
861,"Rancho Cucamonga city, California",2017,0.6,25.8,66.2,92.0,456.5,1681.0,206.4,3.9,175.7
862,"Rancho Cucamonga city, California",2018,0.6,28.5,62.5,70.3,348.9,1581.0,222.2,8.4,162.1
863,"Rancho Cucamonga city, California",2019,2.2,21.8,60.3,194.7,329.2,1428.0,170.7,7.3,172.7
864,"Rancho Cucamonga city, California",2020,1.1,25.2,43.6,238.1,320.3,1307.0,197.3,8.4,173.6
865,"Rialto city, California",2007,14.9,24.9,286.7,417.1,723.7,699.8,847.2,19.9,365.6
866,"Rialto city, California",2008,11.1,17.1,231.2,301.6,663.4,828.3,752.9,11.1,305.3
867,"Rialto city, California",2009,6.0,28.2,226.4,284.7,805.9,1400.0,674.1,15.1,325.8
868,"Rialto city, California",2010,7.1,32.3,194.6,267.2,727.0,1349.0,510.2,10.1,297.4
869,"Rialto city, California",2011,6.0,17.9,203.3,251.2,930.9,1519.0,518.3,20.9,304.9
870,"Rialto city, California",2012,3.9,16.7,197.8,282.5,883.9,1770.0,861.3,16.7,338.7
871,"Rialto city, California",2013,3.9,18.5,187.3,213.6,778.4,1120.0,752.0,19.5,281.0
872,"Rialto city, California",2014,4.9,17.6,110.2,187.2,597.8,864.1,638.8,8.8,221.8
873,"Rialto city, California",2015,2.9,32.8,147.7,224.9,660.3,784.8,696.0,10.6,254.6
874,"Rialto city, California",2016,3.9,21.2,153.0,256.0,534.2,580.4,701.7,1.9,238.5
875,"Rialto city, California",2017,1.9,26.9,144.3,210.6,456.8,573.2,589.5,2.9,212.9
876,"Rialto city, California",2018,4.8,43.2,187.2,286.1,522.2,1776.0,618.2,19.2,314.6
877,"Rialto city, California",2019,7.7,62.5,177.9,324.1,387.6,2096.0,545.4,15.4,338.2
878,"Rialto city, California",2020,6.7,42.3,139.4,292.3,343.3,1644.0,440.4,12.5,272.6
879,"Richmond city, California",2007,45.9,30.3,480.1,634.3,1234.0,1886.0,2253.0,43.9,729.0
880,"Richmond city, California",2008,26.6,36.4,514.4,497.6,1202.0,1814.0,1864.0,37.4,641.8
881,"Richmond city, California",2009,45.8,42.9,396.8,582.1,1449.0,1495.0,1385.0,40.9,633.5
882,"Richmond city, California",2010,20.3,42.4,390.5,680.8,1467.0,1452.0,1539.0,49.2,611.7
883,"Richmond city, California",2011,24.8,37.2,288.8,635.7,1574.0,1461.0,1298.0,30.5,565.5
884,"Richmond city, California",2012,16.9,33.8,367.6,674.1,1445.0,1518.0,1754.0,22.6,608.3
885,"Richmond city, California",2013,14.9,32.6,379.2,609.3,1519.0,1570.0,1407.0,21.4,573.2
886,"Richmond city, California",2014,10.1,58.1,348.5,360.5,863.9,1949.0,1134.0,24.9,472.6
887,"Richmond city, California",2015,17.3,52.0,371.9,384.6,674.5,1832.0,1049.0,22.8,469.1
888,"Richmond city, California",2016,18.9,64.9,328.3,506.9,581.8,1720.0,1112.0,29.8,488.2
889,"Richmond city, California",2017,9.0,44.2,353.8,508.1,629.9,1985.0,1111.0,37.9,473.5
890,"Richmond city, California",2018,15.3,28.8,337.9,560.5,345.1,2059.0,1518.0,38.7,495.1
891,"Richmond city, California",2019,14.4,32.4,276.6,608.2,422.6,2234.0,1116.0,32.4,467.7
892,"Richmond city, California",2020,18.0,29.6,228.1,688.7,317.0,1630.0,1357.0,59.3,461.7
893,"Riverside city, California",2007,4.0,30.4,229.2,368.8,744.0,2366.0,616.7,34.4,370.9
894,"Riverside city, California",2008,6.3,36.4,242.5,356.7,737.5,2415.0,541.4,41.8,377.5
895,"Riverside city, California",2009,5.0,32.7,222.4,251.8,673.6,2081.0,443.9,26.3,319.1
896,"Riverside city, California",2010,3.0,25.7,165.2,282.7,680.6,2117.0,480.8,16.1,303.4
897,"Riverside city, California",2011,4.2,18.5,149.0,254.4,676.5,2042.0,414.1,15.9,281.0
898,"Riverside city, California",2012,5.1,24.2,164.9,248.8,716.7,2263.0,470.8,20.7,307.2
899,"Riverside city, California",2013,3.2,24.7,156.4,236.1,625.1,2184.0,542.9,23.7,294.8
900,"Riverside city, California",2014,3.8,44.8,138.0,246.7,479.3,2127.0,481.8,27.5,291.2
901,"Riverside city, California",2015,3.1,42.4,161.0,239.6,505.5,2211.0,542.9,22.0,303.6
902,"Riverside city, California",2016,3.1,43.3,179.8,302.9,606.6,2257.0,593.4,17.5,335.5
903,"Riverside city, California",2017,3.7,50.6,165.8,288.7,510.0,2021.0,527.4,22.3,314.0
904,"Riverside city, California",2018,4.2,45.3,164.0,295.8,444.1,2088.0,557.4,22.1,312.3
905,"Riverside city, California",2019,5.1,41.7,142.8,316.3,390.7,2100.0,447.4,22.5,296.8
906,"Riverside city, California",2020,6.0,45.5,117.8,276.6,490.2,1931.0,563.7,28.7,295.7
907,"Roseville city, California",2007,0.9,27.8,89.7,228.7,581.2,2605.0,365.0,8.1,270.8
908,"Roseville city, California",2008,0.0,22.2,62.0,203.9,557.5,2738.0,337.7,11.5,252.7
909,"Roseville city, California",2009,1.7,12.0,78.7,184.0,449.3,2585.0,277.3,7.7,230.4
910,"Roseville city, California",2010,0.8,14.3,73.2,192.8,456.3,2550.0,194.5,5.1,223.2
911,"Roseville city, California",2011,0.8,20.0,35.8,149.8,444.3,2318.0,183.9,9.2,196.9
912,"Roseville city, California",2012,1.6,12.2,68.4,156.2,422.3,2064.0,189.6,10.6,192.0
913,"Roseville city, California",2013,0.8,10.3,50.7,145.0,381.8,2078.0,188.5,13.5,179.0
914,"Roseville city, California",2014,0.8,13.2,38.8,96.9,364.3,1835.0,180.6,14.0,156.5
915,"Roseville city, California",2015,0.0,17.6,64.1,100.7,397.6,1884.0,232.8,7.6,175.2
916,"Roseville city, California",2016,0.0,15.8,71.7,62.6,296.5,1958.0,246.7,12.1,165.5
917,"Roseville city, California",2017,0.0,20.0,64.4,91.1,288.1,1943.0,229.6,24.4,169.8
918,"Roseville city, California",2018,2.2,20.3,96.6,98.0,310.8,1847.0,204.1,15.2,181.2
919,"Roseville city, California",2019,2.8,22.6,67.7,89.6,274.4,1776.0,174.3,13.4,166.2
920,"Roseville city, California",2020,2.8,12.5,60.4,116.6,220.6,1558.0,194.3,11.1,150.3
921,"Sacramento city, California",2007,9.6,42.1,436.2,625.6,1177.0,2802.0,1319.0,61.0,608.8
922,"Sacramento city, California",2008,10.5,36.0,377.0,574.2,1117.0,2649.0,1051.0,45.0,545.9
923,"Sacramento city, California",2009,6.4,38.1,341.5,499.7,1092.0,2492.0,881.5,35.7,492.2
924,"Sacramento city, California",2010,7.1,35.4,319.6,519.4,1078.0,2396.0,856.2,43.3,482.0
925,"Sacramento city, California",2011,7.6,28.4,246.2,428.4,877.4,2349.0,706.6,30.9,409.4
926,"Sacramento city, California",2012,7.1,26.2,254.1,451.2,938.8,2549.0,702.1,27.3,425.6
927,"Sacramento city, California",2013,7.1,19.9,242.2,386.9,812.7,2349.0,598.3,34.3,378.9
928,"Sacramento city, California",2014,5.8,16.2,207.1,385.7,670.7,1956.0,496.5,35.0,328.7
929,"Sacramento city, California",2015,8.8,21.4,239.7,467.4,758.2,2014.0,596.9,28.6,381.5
930,"Sacramento city, California",2016,8.3,17.8,229.3,461.0,619.6,1895.0,570.0,34.9,356.5
931,"Sacramento city, California",2017,7.8,19.8,220.0,428.0,577.6,1815.0,543.6,41.8,339.6
932,"Sacramento city, California",2018,7.1,20.1,207.5,421.9,542.6,1929.0,568.6,28.8,337.6
933,"Sacramento city, California",2019,6.6,24.7,202.2,393.6,582.4,2071.0,528.7,34.8,338.3
934,"Sacramento city, California",2020,8.1,24.1,169.3,481.8,546.0,1715.0,483.8,50.1,328.2
935,"Salinas city, California",2007,9.6,35.1,260.2,489.5,829.6,2294.0,1612.0,25.5,502.1
936,"Salinas city, California",2008,17.4,26.5,234.8,452.9,985.9,1844.0,862.6,27.9,428.8
937,"Salinas city, California",2009,20.2,32.7,263.8,471.9,962.0,1714.0,780.3,32.0,438.4
938,"Salinas city, California",2010,12.6,15.3,242.6,501.9,902.7,1620.0,567.0,15.3,384.0
939,"Salinas city, California",2011,9.9,22.3,245.7,454.6,749.0,1438.0,764.1,14.5,373.3
940,"Salinas city, California",2012,13.6,26.6,316.0,308.9,788.8,1688.0,700.7,18.8,383.8
941,"Salinas city, California",2013,15.4,23.1,289.6,314.6,737.1,1746.0,955.4,23.1,397.0
942,"Salinas city, California",2014,9.6,20.4,286.2,319.3,816.4,1485.0,1030.0,22.9,384.1
943,"Salinas city, California",2015,25.3,48.0,233.3,387.5,429.2,969.8,1221.0,12.0,403.0
944,"Salinas city, California",2016,22.1,54.2,204.8,352.2,437.9,1565.0,984.7,6.9,391.3
945,"Salinas city, California",2017,17.7,44.8,226.1,356.3,608.9,1635.0,784.5,15.2,381.1
946,"Salinas city, California",2018,12.0,63.1,202.4,341.1,565.6,1375.0,773.7,19.5,359.8
947,"Salinas city, California",2019,5.1,42.1,153.6,297.6,472.8,1089.0,688.8,16.6,281.2
948,"Salinas city, California",2020,5.1,44.2,149.4,356.4,506.5,1141.0,584.7,24.4,289.6
949,"San Bernardino city, California",2007,22.4,36.9,429.3,582.1,1060.0,2668.0,1296.0,40.3,604.1
950,"San Bernardino city, California",2008,16.0,32.4,388.3,597.2,1104.0,2529.0,1072.0,38.9,557.9
951,"San Bernardino city, California",2009,16.0,30.5,339.0,569.9,1176.0,2391.0,1062.0,44.6,535.2
952,"San Bernardino city, California",2010,14.8,31.4,301.1,426.3,1104.0,2348.0,819.8,29.1,467.1
953,"San Bernardino city, California",2011,14.1,36.3,339.0,486.8,1111.0,2093.0,779.7,28.2,480.2
954,"San Bernardino city, California",2012,21.9,26.0,373.5,519.1,1307.0,2322.0,1261.0,22.3,565.6
955,"San Bernardino city, California",2013,21.0,34.5,370.5,483.4,1247.0,1878.0,1256.0,40.6,540.3
956,"San Bernardino city, California",2014,20.0,48.5,377.9,545.2,1104.0,2053.0,1148.0,55.9,552.6
957,"San Bernardino city, California",2015,20.3,45.3,447.2,733.1,1462.0,1945.0,1393.0,30.0,649.2
958,"San Bernardino city, California",2016,28.5,56.6,415.5,823.7,1083.0,1946.0,1195.0,32.2,641.0
959,"San Bernardino city, California",2017,15.6,72.7,403.7,799.0,983.2,1837.0,1048.0,30.8,596.5
960,"San Bernardino city, California",2018,22.5,70.2,446.8,793.6,1021.0,2107.0,1006.0,34.4,630.2
961,"San Bernardino city, California",2019,21.2,64.6,418.1,814.9,936.3,2295.0,958.9,34.6,616.6
962,"San Bernardino city, California",2020,31.4,61.9,337.4,971.0,555.1,1455.0,789.9,45.3,568.1
963,"San Diego city, California",2007,4.7,23.5,166.1,307.8,608.9,1845.0,1049.0,15.9,339.8
964,"San Diego city, California",2008,4.3,29.6,158.8,282.9,608.9,1726.0,839.6,14.9,315.3
965,"San Diego city, California",2009,3.1,24.2,144.9,278.9,509.1,1373.0,570.1,14.1,261.0
966,"San Diego city, California",2010,2.2,22.9,125.1,279.3,488.5,1375.0,488.7,11.9,244.5
967,"San Diego city, California",2011,2.9,22.2,110.6,251.9,443.5,1337.0,475.3,11.6,229.7
968,"San Diego city, California",2012,3.5,22.7,113.3,273.5,440.9,1434.0,493.8,13.7,241.6
969,"San Diego city, California",2013,2.9,23.4,107.9,258.8,471.0,1425.0,455.3,13.2,235.0
970,"San Diego city, California",2014,2.3,27.1,96.3,255.2,373.7,1219.0,365.8,15.3,210.5
971,"San Diego city, California",2015,2.6,40.4,98.4,257.1,366.2,1352.0,363.9,12.4,227.4
972,"San Diego city, California",2016,3.5,40.5,98.1,235.1,335.6,1276.0,413.1,16.9,223.5
973,"San Diego city, California",2017,2.5,39.3,99.0,225.9,268.0,1214.0,360.6,11.1,207.4
974,"San Diego city, California",2018,2.4,42.1,100.2,228.4,261.2,1287.0,360.7,13.0,212.9
975,"San Diego city, California",2019,3.5,38.9,93.4,226.0,245.7,1278.0,358.7,8.5,208.3
976,"San Diego city, California",2020,3.9,33.7,84.0,247.3,231.2,1116.0,344.5,15.4,197.8
977,"San Francisco city, California",2007,13.6,17.0,513.9,329.5,692.2,3199.0,804.4,31.6,501.7
978,"San Francisco city, California",2008,12.3,20.8,514.7,297.2,676.7,3150.0,721.4,29.4,486.1
979,"San Francisco city, California",2009,5.6,22.1,422.7,285.3,641.8,3013.0,606.7,24.5,426.7
