Name,total_population,Median_age,Median_age_Male,Median_age_Female,White_alone,Black_or_African_American alone,Total:_American_Indian_and_Alaska_Native alone,Total:_Asian_alone,Hawaiian_and_Pacific,Other_race,Tenure_units,Owner occupied,Renter occupied,Median_household_income,Income_below_poverty_level:,Income_below_poverty_level_Family_households:,Income_below_poverty_level_Family_households_Married,Income_below_poverty_level_Nonfamily_households:,Income_above_poverty_level:,Income_at_or_above_poverty_level_Family households:,Income_at_or_above_poverty_level_Family_households_Married,Income_at_or_above_poverty_level_Nonfamily_households:,Employment_status,In_labor_force:,Civilian_employed,Civilian_unemployed,Armed_Forces,Not_in_labor_force,Educational_attainment,No_schooling_complete,Regular_high_school_diploma,_GED_or_alternative_credential,Some_college_less_than_1_year,Some_college_1_or_more_years_no_degree,Associates_degree,Bachelor's_degree,Master's_degree,Professional_school_degree,Household_type,Family_households:,Family_households:_Married-couple_family,male_housholder_no_spouse,female_housholder_no_spouse,Nonfamily_households:,Median_gross_rent,State,Place,Year
81,"Huntington Beach city, California",199228,42.5,40.5,44.0,133661.0,2307.0,907.0,25384.0,1822.0,22950.0,75273,41255,34018,102423,5758.0,2444.0,1635.0,3314.0,69515.0,47043.0,36209.0,22472.0,168288,112422,106945,5477,0,55866,147580.0,3714.0,23848.0,3140.0,11210.0,23109.0,14091.0,36361.0,15952.0,4905.0,75273,49487,37844,3760,7883,25786,1949,6,36000,2019
83,"Inglewood city, California",108170,36.8,35.1,37.8,36297.0,43590.0,310.0,2617.0,155.0,21133.0,34440,11705,22735,61780,4696.0,2797.0,1179.0,1899.0,29744.0,20406.0,11453.0,9338.0,87026,59149,56234,2915,0,27877,73221.0,2519.0,15853.0,1970.0,2802.0,14274.0,4295.0,12925.0,4104.0,362.0,34440,23203,12632,3110,7461,11237,1472,6,36546,2019
84,"Irvine city, California",287387,33.0,32.1,34.5,137374.0,6776.0,293.0,123458.0,474.0,3515.0,104524,45526,58998,111574,14675.0,5557.0,2801.0,9118.0,89849.0,59926.0,47075.0,29923.0,231951,149715,143859,5856,63,82173,186687.0,1584.0,10972.0,1796.0,4482.0,19756.0,14389.0,73060.0,38611.0,10105.0,104524,65483,49876,6715,8892,39041,2480,6,36770,2019
85,"Jurupa Valley city, California",109525,31.8,31.6,31.9,57170.0,2453.0,1586.0,4932.0,0.0,38026.0,24548,15285,9263,76090,2608.0,2038.0,1049.0,570.0,21940.0,18292.0,12889.0,3648.0,79294,50490,46185,4305,0,28804,64938.0,3451.0,16673.0,2907.0,3983.0,8204.0,4231.0,7383.0,2034.0,580.0,24548,20330,13938,1917,4475,4218,1391,6,37692,2019
90,"Lancaster city, California",157604,33.5,30.9,35.4,94807.0,40095.0,493.0,6418.0,53.0,9715.0,49220,26222,22998,56672,7759.0,4735.0,1254.0,3024.0,41461.0,31216.0,21352.0,10245.0,118925,62892,59532,3360,208,55825,98924.0,1683.0,26131.0,3199.0,5492.0,19300.0,9345.0,11943.0,5516.0,484.0,49220,35951,22606,2354,10991,13269,1317,6,40130,2019
93,"Long Beach city, California",462645,36.0,35.7,36.2,242002.0,52141.0,4802.0,55726.0,2702.0,83076.0,165689,64944,100745,67804,22357.0,10546.0,4290.0,11811.0,143332.0,88682.0,60016.0,54650.0,373834,250551,237950,12601,453,122830,317851.0,19340.0,53709.0,5571.0,14838.0,56570.0,20214.0,70284.0,24006.0,6186.0,165689,99228,64306,10682,24240,66461,1460,6,43000,2019
94,"Los Angeles city, California",3979537,35.9,35.2,36.7,2073794.0,344360.0,31761.0,463908.0,5482.0,899460.0,1398900,511115,887785,67418,229108.0,100772.0,40507.0,128336.0,1169792.0,728666.0,497745.0,441126.0,3261493,2184742,2069881,114861,2962,1073789,2777962.0,98712.0,483410.0,45300.0,106959.0,369647.0,178634.0,661928.0,216242.0,78686.0,1398900,829438,538252,98232,192954,569462,1554,6,44000,2019
102,"Modesto city, California",215196,35.8,34.1,37.8,169111.0,10648.0,1637.0,12992.0,1341.0,10771.0,71325,39184,32141,62067,7143.0,3858.0,1258.0,3285.0,64182.0,46543.0,31488.0,17639.0,166924,98798,90562,8236,0,68126,142499.0,3804.0,40035.0,5409.0,12360.0,24955.0,10738.0,18076.0,4644.0,1526.0,71325,50401,32746,6477,11178,20924,1295,6,48354,2019
103,"Moreno Valley city, California",213064,31.0,29.1,33.1,73477.0,40111.0,964.0,13666.0,296.0,79263.0,52220,31250,20970,65449,6350.0,4452.0,1969.0,1898.0,45870.0,39345.0,25265.0,6525.0,159534,100470,94075,6395,176,58888,127582.0,4184.0,33593.0,3067.0,6056.0,27411.0,9334.0,12437.0,4795.0,236.0,52220,43797,27234,4835,11728,8423,1636,6,49270,2019
105,"Murrieta city, California",116223,33.1,33.6,32.5,85091.0,7130.0,465.0,6713.0,406.0,8331.0,33792,22272,11520,100080,1884.0,1199.0,525.0,685.0,31908.0,24470.0,19578.0,7438.0,87541,55445,52425,3020,780,31316,74352.0,495.0,15439.0,1176.0,7787.0,15541.0,7030.0,14621.0,5469.0,1460.0,33792,25669,20103,1890,3676,8123,1900,6,50076,2019
